Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Robin Hood - Capable Fighter,1,C,2,Frank Karsten,
Eli La Bouff - Big Daddy,1,C,2,Frank Karsten,
Four Dozen Eggs,1,C,2,Frank Karsten,
Cinderella - Knight in Training,1,C,2,Frank Karsten,
Raya - Warrior of Kumandra,1,C,2,Frank Karsten,
Mouse Armor,1,C,2,Frank Karsten,
Go the Distance,1,C,2,Frank Karsten,
Pete - Bad Guy,1,C,2,Frank Karsten,
Flynn Rider - Confident Vagabond,1,C,2,Frank Karsten,
Tiana - Diligent Waitress,1,C,2,Frank Karsten,
Pinocchio - Star Attraction,1,C-,2,Frank Karsten,
Hiram Flaversham - Toymaker,1,C-,2,Frank Karsten,
Madam Mim - Rival of Merlin,1,C-,2,Frank Karsten,
Mickey Mouse - Friendly Face,1,C-,2,Frank Karsten,
Goofy - Knight for a Day,1,C-,2,Frank Karsten,
Legend of the Sword in the Stone,1,C-,2,Frank Karsten,
Last Cannon,1,C-,2,Frank Karsten,
Bounce,1,C-,2,Frank Karsten,
Last Stand,1,C-,2,Frank Karsten,
Judy Hopps - Optimistic Officer,1,C-,2,Frank Karsten,
Arthur - Wizard's Apprentice,1,C-,2,Frank Karsten,
Dinner Bell,1,C-,2,Frank Karsten,
The Huntsman - Reluctant Enforcer,1,C-,2,Frank Karsten,
Gaston - Baritone Bully,1,C-,2,Frank Karsten,
Merlin - Squirrel,1,C-,2,Frank Karsten,
Nana - Darling Family Pet,1,C-,2,Frank Karsten,
Bucky - Squirrel Squeak Tutor,1,C-,2,Frank Karsten,
Tiana - Celebrating Princess,1,C-,2,Frank Karsten,
Noi - Orphaned Thief,1,C-,2,Frank Karsten,
Hold Still,1,C-,2,Frank Karsten,
Jiminy Cricket - Pinocchio's Conscience,1,C-,2,Frank Karsten,
Belle - Bookworm,1,C-,2,Frank Karsten,
Pain - Underworld Imp,1,C-,2,Frank Karsten,
Dopey - Always Playful,1,C-,2,Frank Karsten,
Jasmine - Heir of Agrabah,1,C-,2,Frank Karsten,
Weight Set,1,C-,2,Frank Karsten,
Mulan - Reflecting,1,C-,2,Frank Karsten,
Pack Tactics,1,C-,2,Frank Karsten,
Duke Weaselton - Small-Time Crook,1,C-,2,Frank Karsten,
Gaston - Scheming Suitor,1,C-,2,Frank Karsten,
Beast - Forbidding Recluse,1,C+,2,Frank Karsten,
Grumpy - Bad-Tempered,1,C+,2,Frank Karsten,
Felicia - Always Hungry,1,C+,2,Frank Karsten,
Elsa - Gloves Off,1,C+,2,Frank Karsten,
Cogsworth - Talking Clock,1,C+,2,Frank Karsten,
Donald Duck - Perfect Gentleman,1,C+,2,Frank Karsten,
Hercules - Hero in Training,1,C+,2,Frank Karsten,
Boun - Precocious Entrepreneur,1,C+,2,Frank Karsten,
Pinocchio - On the Run,1,C+,2,Frank Karsten,
Rapunzel - Sunshine,1,C+,2,Frank Karsten,
Basil - Great Mouse Detective,1,C+,2,Frank Karsten,
Cruella De Vil - Fashionable Cruiser,1,C+,2,Frank Karsten,
Christopher Robin - Adventurer,1,C+,2,Frank Karsten,
Jafar - Royal Vizier,1,C+,2,Frank Karsten,
Merlin - Goat,1,C+,2,Frank Karsten,
Bashful - Hopeless Romantic,1,C+,2,Frank Karsten,
Queen of Hearts - Impulsive Ruler,1,C+,2,Frank Karsten,
Magic Broom - Industrial Model,1,C+,2,Frank Karsten,
Piglet - Very Small Animal,1,C+,2,Frank Karsten,
Blue Fairy - Rewarding Good Deeds,1,C+,2,Frank Karsten,
Panic - Underworld Imp,1,C+,2,Frank Karsten,
Minnie Mouse - Wide-Eyed Diver,1,C+,2,Frank Karsten,
Grand Duke - Advisor to the King,1,C+,2,Frank Karsten,
Rapunzel - Gifted Artist,1,C+,2,Frank Karsten,
Namaari - Morning Mist,1,C+,2,Frank Karsten,
Tiana - True Princess,1,C+,2,Frank Karsten,
Mulan - Free Spirit,1,C+,2,Frank Karsten,
Ratigan - Very Large Mouse,1,C+,2,Frank Karsten,
Doc - Leader of the Seven Dwarfs,1,C+,2,Frank Karsten,
Prince Charming - Heir to the Throne,1,C+,2,Frank Karsten,
Dr. Facilier - Savvy Opportunist,1,C+,2,Frank Karsten,
Teeth and Ambitions,1,C+,2,Frank Karsten,
Sneezy - Very Allergic,1,C+,2,Frank Karsten,
The Nokk - Water Spirit,0,D,2,Frank Karsten,
Raya - Headstrong,0,D,2,Frank Karsten,
Donald Duck - Sleepwalker,0,D,2,Frank Karsten,
I'm Stuck!,0,D,2,Frank Karsten,
You Can Fly!,0,D,2,Frank Karsten,
What did you call me?,0,D,2,Frank Karsten,
Merlin - Shapeshifter,0,D,2,Frank Karsten,
Fang Crossbow,0,D,2,Frank Karsten,
Cinderella - Ballroom Sensation,0,D,2,Frank Karsten,
Sardine Can,0,D,2,Frank Karsten,
Bibbidi Bobbidi Boo,0,D,2,Frank Karsten,
Prince John - Greediest of All,0,D,2,Frank Karsten,
Pick a Fight,0,D,2,Frank Karsten,
Launch,0,D,2,Frank Karsten,
Mrs. Judson - Housekeeper,0,D,2,Frank Karsten,
Queen of Hearts - Quick-Tempered,0,D,2,Frank Karsten,
Lady Tremaine - Overbearing Matriarch,0,D,2,Frank Karsten,
Snow White - Unexpected Houseguest,0,D,2,Frank Karsten,
Pinocchio - Talkative Puppet,0,D,2,Frank Karsten,
The Most Diabolical Scheme,0,D,2,Frank Karsten,
Dragon Gem,0,D,2,Frank Karsten,
The Sorcerer's Spellbook,0,D,2,Frank Karsten,
Honest John - Not That Honest,0,D,2,Frank Karsten,
The Queen - Disguised Peddler,0,D,2,Frank Karsten,
Falling Down the Rabbit Hole,0,D,2,Frank Karsten,
Gruesome And Grim,0,F,2,Frank Karsten,
Croquet Mallet,0,F,2,Frank Karsten,
Binding Contract,0,F,2,Frank Karsten,
Zero To Hero,0,F,2,Frank Karsten,
Sword In The Stone,0,F,2,Frank Karsten,
Perplexing Signposts,0,F,2,Frank Karsten,
Peter Pan's Dagger,0,F,2,Frank Karsten,
Sleepy's Flute,0,F,2,Frank Karsten,
Maurice's Workshop,0,F,2,Frank Karsten,
Ratigan's Marvelous Trap,0,F,2,Frank Karsten,
Prince Eric - Expert Helmsman,5,A,3,Fortyborn,
Simba - Fighting Prince,5,A,3,Fortyborn,
Hydra - Deadly Serpent,5,A,3,Fortyborn,
Robin Hood - Champion of Sherwood,5,A,3,Fortyborn,
Madame Medusa - The Boss,5,A-,3,Fortyborn,
Maleficent - Mistress of All Evil,5,A-,3,Fortyborn,
Milo Thatch - King of Atlantis,5,A-,3,Fortyborn,
Nani - Protective Sister,3,B,3,Fortyborn,
Don Karnage - Prince of Pirates,3,B,3,Fortyborn,
Gramma Tala - Keeper of Ancient Stories,3,B,3,Fortyborn,
How Far I'll Go,3,B,3,Fortyborn,
Pluto - Determined Defender,3,B,3,Fortyborn,
Stratos - Tornado Titan,3,B,3,Fortyborn,
The Boss Is on a Roll,3,B,3,Fortyborn,
The Queen's Castle - Mirror Chamber,3,B,3,Fortyborn,
Robin Hood - Daydreamer,3,B,3,Fortyborn,
Peter Pan - Pirate's Bane,3,B,3,Fortyborn,
Pyros - Lava Titan,3,B,3,Fortyborn,
Lyle Tiberius Rourke - Cunning Mercenary,3,B,3,Fortyborn,
Ariel - Adventurous Collector,3,B,3,Fortyborn,
Joshua Sweet - The Doctor,2,B-,3,Fortyborn,
Iago - Pretty Polly,2,B-,3,Fortyborn,
Jafar - Lamp Thief,2,B-,3,Fortyborn,
Magic Broom - Swift Cleaner,2,B-,3,Fortyborn,
Magic Carpet - Flying Rug,2,B-,3,Fortyborn,
Sir Hiss - Aggravating Asp,2,B-,3,Fortyborn,
Wildcat - Mechanic,2,B-,3,Fortyborn,
Strike a Good Match,2,B-,3,Fortyborn,
Billy Bones - Keeper of the Map,2,B-,3,Fortyborn,
Moana - Undeterred Voyager,2,B-,3,Fortyborn,
Slightly - Lost Boy,2,B-,3,Fortyborn,
Stitch - Little Rocket,2,B-,3,Fortyborn,
Jolly Roger - Hook's Ship,2,B-,3,Fortyborn,
Louie - Chill Nephew,2,B-,3,Fortyborn,
Maid Marian - Delightful Dreamer,2,B-,3,Fortyborn,
Motunui - Island Paradise,2,B-,3,Fortyborn,
Kida - Royal Warrior,2,B-,3,Fortyborn,
Little John - Robin's Pal,2,B-,3,Fortyborn,
Lythos - Rock Titan,2,B-,3,Fortyborn,
Simba - Returned King,2,B-,3,Fortyborn,
Ba-Boom!,2,B-,3,Fortyborn,
Bernard - Brand-New Agent,2,B-,3,Fortyborn,
Lucky - The 15th Puppy,2,B-,3,Fortyborn,
Ursula - Sea Witch,2,B-,3,Fortyborn,
Stitch - Covert Agent,2,B-,3,Fortyborn,
Fang - River City,2,B-,3,Fortyborn,
Captain Hook - Master Swordsman,2,B-,3,Fortyborn,
Maui - Whale,2,B-,3,Fortyborn,
Aurelian Gyrosensor,2,B-,3,Fortyborn,
Maui's Place of Exile - Hidden Island,2,B-,3,Fortyborn,
Chernabog - Evildoer,2,B-,3,Fortyborn,
Piglet - Pooh Pirate Captain,2,B-,3,Fortyborn,
Kit Cloudkicker - Tough Guy,2,B-/C+,3,Fortyborn,
Sumerian Talisman,4,B+,3,Fortyborn,
And Then Along Came Zeus,4,B+,3,Fortyborn,
Genie - Supportive Friend,4,B+,3,Fortyborn,
Kida - Protector of Atlantis,4,B+,3,Fortyborn,
Perdita - Devoted Mother,4,B+,3,Fortyborn,
Pongo - Determined Father,4,B+/A-,3,Fortyborn,
Helga Sinclair - Femme Fatale,4,B+/A-,3,Fortyborn,
Kida - Atlantean,1,C,3,Fortyborn,
Orville - Ace Pilot,1,C,3,Fortyborn,
Wendy Darling - Talented Sailor,1,C,3,Fortyborn,
Never Land - Mermaid Lagoon,1,C,3,Fortyborn,
De Vil Manor - Cruella's Estate,1,C,3,Fortyborn,
Magica De Spell - Ambitious Witch,1,C,3,Fortyborn,
Pua - Potbellied Buddy,1,C,3,Fortyborn,
The Queen's Castle - Mirror Chamber,1,C,3,Fortyborn,
The Boss Is on a Roll,1,C,3,Fortyborn,
The Sorcerer's Tower - Wondrous Workspace,1,C,3,Fortyborn,
Milo Thatch - Clever Cartographer,1,C,3,Fortyborn,
Starkey - Devious Pirate,1,C,3,Fortyborn,
Forbidden Mountain - Maleficent's Castle,1,C,3,Fortyborn,
I Will Find My Way,1,C,3,Fortyborn,
HeiHei - Accidental Explorer,1,C,3,Fortyborn,
Jim Hawkins - Thrill Seeker,1,C,3,Fortyborn,
Maui - Soaring Demigod,1,C,3,Fortyborn,
Nutsy - Vulture Henchman,1,C,3,Fortyborn,
