Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,retail Power Band
A Pirate's Life,3,C,4,Frank Karsten,,,3,3,,,
Thebes - The Big Olive,3,C,4,Frank Karsten,,,3,3,,,
Ursula - Vanessa,3,C,4,Frank Karsten,,,3,3,,,
Lost in the Woods,2,C-,4,Frank Karsten,,,3,2,,,
Training Grounds - Impossible Pillar,2,C-,4,Frank Karsten,,,3,2,,,
Magic Broom - Lively Sweeper,2,C-,4,Frank Karsten,,,3,2,,,
Panic - Immortal Sidekick,2,C-,4,Frank Karsten,,,3,2,,,
Pete - Born to Cheat,2,C-,4,Frank Karsten,,,1,2,,,
Pete - Rotten Guy,2,C-,4,Frank Karsten,,,3,2,,,
Hidden Cove - Tranquil Haven,2,C-,4,Frank Karsten,,,3,2,,,
Benja - Bold Uniter,2,C-,4,Frank Karsten,,,3,2,,,
Mulan - Enemy of Entanglement,2,C-,4,Frank Karsten,,,3,2,,,
Raya - Guardian of the Dragon Gem,2,C-,4,Frank Karsten,,,3,2,,,
Dig a Little Deeper,2,C-,4,Frank Karsten,,,1,2,,,
Ice Block,2,C-,4,Frank Karsten,,,1,2,,,
One Last Hope,2,C-,4,Frank Karsten,,,1,2,,,
Avalanche,2,C-,4,Frank Karsten,,,1,2,,,
Ariel - Singing Mermaid,2,C-,4,Frank Karsten,,,3,2,,,
Goofy - Musketeer Swordsman,2,C-,4,Frank Karsten,,,1,2,,,
Marshmallow - Terrifying Snowman,2,C-,4,Frank Karsten,,,1,2,,,
Hidden Inkcaster,2,C-,4,Frank Karsten,,,1,2,,,
Aurora - Lore Guardian,2,C-,4,Frank Karsten,,,3,2,,,
Vitalisphere,2,C-,4,Frank Karsten,,,3,2,,,
Rose Lantern,2,C-,4,Frank Karsten,,,3,2,,,
Prince Phillip - Warden of the Woods,2,C-,4,Frank Karsten,,,1,2,,,
Seldom All They Seem,2,C-,4,Frank Karsten,,,3,2,,,
Prince Phillip - Vanquisher of Foes,2,C-,4,Frank Karsten,,,3,2,,,
Alma Madrigal - Family Matriarch,2,C-,4,Frank Karsten,,,1,2,,,
Bruno's Return,2,C-,4,Frank Karsten,,,1,2,,,
Yen Sid - Powerful Sorcerer,2,C-,4,Frank Karsten,,,3,2,,,
Flounder - Collector's Companion,2,C-,4,Frank Karsten,,,3,2,,,
Scuttle - Expert on Humans,2,C-,4,Frank Karsten,,,3,2,,,
Under the Sea,2,C-,4,Frank Karsten,,,1,2,,,
Snuggly Duckling - Disreputable Pub,2,C-,4,Frank Karsten,,,3,2,,,
Triton's Decree,1,D,4,Frank Karsten,,,1,1,,,
Triton's Trident,1,D,4,Frank Karsten,,,1,1,,,
Casa Madrigal - Casita,1,D,4,Frank Karsten,,,1,1,,,
Diablo - Maleficent's Spy,1,D,4,Frank Karsten,,,1,1,,,
Hera - Queen of the Gods,1,D,4,Frank Karsten,,,1,1,,,
Beast - Wounded,1,D,4,Frank Karsten,,,1,1,,,
Imperial Proclamation,1,D,4,Frank Karsten,,,1,1,,,
Aurora - Tranquil Princess,1,D,4,Frank Karsten,,,1,1,,,
Imperial Bow,1,D,4,Frank Karsten,,,1,1,,,
Vision Slab,1,D,4,Frank Karsten,,,1,1,,,
Hades - Double Dealer,1,D,4,Frank Karsten,,,1,1,,,
Glean,1,D,4,Frank Karsten,,,1,1,,,
Cinderella - Melody Weaver,1,D,4,Frank Karsten,,,1,1,,,
Make the Potion,1,D,4,Frank Karsten,,,1,1,,,
Triton - Champion of Atlantica,1,D,4,Frank Karsten,,,1,1,,,
Fa Zhou - Mulan's Father,1,D,4,Frank Karsten,,,1,1,,,
Swing into Action,1,D,4,Frank Karsten,,,1,1,,,
First Aid,1,D,4,Frank Karsten,,,1,1,,,
Poor Unfortunate Souls,1,D,4,Frank Karsten,,,1,1,,,
Mystical Rose,1,D,4,Frank Karsten,,,1,1,,,
Ursula's Plan,1,D,4,Frank Karsten,,,1,1,,,
"I Find 'em, I Flatten 'em!",1,D,4,Frank Karsten,,,1,1,,,
Golden Harp - Enchanter of the Land,0,F,4,Frank Karsten,,,1,0,,,
Miracle Candle,0,F,4,Frank Karsten,,,1,0,,,
Record Player,0,F,4,Frank Karsten,,,1,0,,,
Sisu - Empowered Sibling,4,B,4,Fortyborn,,,4,4,,,
Atlantica - Concert Hall,0,F,4,Frank Karsten,,,1,0,,,
Dodge!,0,F,4,Frank Karsten,,,1,0,,,
Signed Contract,0,F,4,Frank Karsten,,,1,0,,,
The Plank,0,F,4,Frank Karsten,,,0,0,,,
RLS Legacy's Cannon,0,F,4,Frank Karsten,,,0,0,,,
Ursula's Trickery,0,F,4,Frank Karsten,,,0,0,,,
Ariel's Grotto - A Secret Place,0,F,4,Frank Karsten,,,1,0,,,
The Wall - Border Fortress,0,F,4,Frank Karsten,,,1,0,,,
Sign the Scroll,0,F,4,Frank Karsten,,,0,0,,,
Treasures Untold,0,F,4,Frank Karsten,,,1,0,,,
Field of Ice,0,F,4,Frank Karsten,,,1,0,,,
Robin Hood - Timely Contestant,5,A,5,Frank Karsten,,,5,5,,,
Madam Mim - Elephant,5,A,5,Frank Karsten,,,5,5,,,
Scrooge McDuck - Afficionado of Antiquities,5,A,5,Frank Karsten,,,5,5,,,
Camilo Madrigal - Family Copycat,5,A,5,Frank Karsten,,,5,5,,,
Jafar - Tyrannical Hypnotist,5,A,5,Frank Karsten,,,5,5,,,
Luisa Madrigal - Entertaining Muscle,5,A,5,Frank Karsten,,,5,5,,,
Mother Gothel - Unwavering Schemer,5,A,5,Frank Karsten,,,5,5,,,
Anna - Diplomatic Queen,5,A,5,Frank Karsten,,,5,5,,,
Elsa - The Fifth Spirit,5,A,5,Frank Karsten,,,5,5,,,
Maid Marian - Lady of the Lists,4,B+,5,Frank Karsten,,,5,4,,,
The Nokk - Mythical Spirit,4,B+,5,Frank Karsten,,,5,4,,,
Scroop - Odious Mutineer,4,B+,5,Frank Karsten,,,4,4,,,
Arthur - King Victorious,4,B+,5,Frank Karsten,,,4,4,,,
Moana - Determined Explorer,4,B+,5,Frank Karsten,,,4,4,,,
Clarabelle - Light on Her Hooves,4,B+,5,Frank Karsten,,,5,4,,,
Prince Phillip - Swordsman of the Realm,4,B+,5,Frank Karsten,,,5,4,,,
Namaari - Resolute Daughter,4,B+,5,Frank Karsten,,,4,4,,,
Zazu - Advisor to Mufasa,4,B+,5,Frank Karsten,,,5,4,,,
Monstro - Whale of a Whale,4,B+,5,Frank Karsten,,,5,4,,,
Bruni - Fire Salamander,4,B+,5,Frank Karsten,,,5,4,,,
HeiHei - Protective Rooster,4,B+,5,Frank Karsten,,,5,4,,,
Anna - Mystical Majesty,4,B+,5,Frank Karsten,,,4,4,,,
Archimedes - Exasperated Owl,4,B+,5,Frank Karsten,,,5,4,,,
Kuzco - Selfish Emperor,4,B+,5,Frank Karsten,,,5,4,,,
The Library - A Gift for Belle,4,B+,5,Frank Karsten,,,5,4,,,
Maximus - Team Champion,4,B+,5,Frank Karsten,,,5,4,,,
Scar - Vengeful Lion,4,B+,5,Frank Karsten,,,5,4,,,
Olaf - Happy Passenger,4,B+,5,Frank Karsten,,,4,4,,,
Wreck‐It Ralph - Admiral Underpants,4,B+,5,Frank Karsten,,,4,4,,,
Mufasa - Ruler of Pride Rock,4,B+,5,Frank Karsten,,,4,4,,,
Clarabelle - Contented Wallflower,4,B,5,Frank Karsten,,,4,4,,,
White Rabbit - Royal Herald,4,B,5,Frank Karsten,,,4,4,,,
Ratigan - Party Crasher,4,B,5,Frank Karsten,,,4,4,,,
Sir Ector - Castle Lord,4,B,5,Frank Karsten,,,4,4,,,
King Candy - Sweet Abomination,4,B,5,Frank Karsten,,,4,4,,,
Simba - Lost Prince,4,B,5,Frank Karsten,,,4,4,,,
Denahi - Avenging Brother,4,B,5,Frank Karsten,,,4,4,,,
Daisy Duck - Spotless Food‐Fighter,4,B,5,Frank Karsten,,,4,4,,,
Gaston - Pure Paragon,4,B,5,Frank Karsten,,,4,4,,,
Shenzi - Scar's Accomplice,4,B,5,Frank Karsten,,,4,4,,,
Fauna - Good Fairy,4,B,5,Frank Karsten,,,4,4,,,
Donald Duck - Focused Flatfoot,4,B,5,Frank Karsten,,,4,4,,,
Doc - Bold Knight,4,B,5,Frank Karsten,,,4,4,,,
Ludwig von Drake - Self‐Proclaimed Genius,4,B,5,Frank Karsten,,,4,4,,,
Finders Keepers,4,B,5,Frank Karsten,,,4,4,,,
Basil - Practiced Detective,4,B-,5,Frank Karsten,,,4,4,,,
Archimedes - Electrified Owl,4,B-,5,Frank Karsten,,,4,4,,,
Plate Armor,4,B-,5,Frank Karsten,,,3,4,,,
Genie - Main Attraction,4,B-,5,Frank Karsten,,,3,4,,,
Rafiki - Shaman Duelist,4,B-,5,Frank Karsten,,,3,4,,,
Vanellope von Schweetz - Random Roster Racer,4,B-,5,Frank Karsten,,,3,4,,,
Rudy - Groove Disrupter,4,B-,5,Frank Karsten,,,4,4,,,
Vanellope von Schweetz - Sugar Rush Champ,4,B-,5,Frank Karsten,,,4,4,,,
King Candy - Sovereign of Sugar,4,B-,5,Frank Karsten,,,4,4,,,
Sven - Reindeer Steed,4,B-,5,Frank Karsten,,,4,4,,,
Earth Giant - Living Mountain,4,B-,5,Frank Karsten,,,4,4,,,
Shenzi - Head Hyena,4,B-,5,Frank Karsten,,,4,4,,,
"Fix‐It Felix, Jr. - Trusty Builder",4,B-,5,Frank Karsten,,,4,4,,,
Happy - Lively Knight,4,B-,5,Frank Karsten,,,4,4,,,
Gale - Wind Spirit,4,B-,5,Frank Karsten,,,4,4,,,
Merlin - Turtle,4,B-,5,Frank Karsten,,,4,4,,,
Stitch - Team Underdog,4,B-,5,Frank Karsten,,,3,4,,,
Donald Duck - Pie Slinger,4,B-,5,Frank Karsten,,,4,4,,,
Rutt - Northern Moose,4,B-,5,Frank Karsten,,,4,4,,,
Mother Gothel - Conceited Manipulator,4,B-,5,Frank Karsten,,,4,4,,,
Flora - Good Fairy,4,B-,5,Frank Karsten,,,4,4,,,
Mirabel Madrigal - Family Gatherer,4,B-,5,Frank Karsten,,,4,4,,,
Snow White - Fair‐Hearted,3,C+,5,Frank Karsten,,,3,3,,,
Pete - Steamboat Rival,3,C+,5,Frank Karsten,,,4,3,,,
Turbo - Royal Hack,3,C+,5,Frank Karsten,,,3,3,,,
Hypnotic Strength,3,C+,5,Frank Karsten,,,4,3,,,
Snowanna Rainbeau - Cool Competitor,3,C+,5,Frank Karsten,,,3,3,,,
Seven Dwarfs' Mine - Secure Fortress,3,C+,5,Frank Karsten,,,4,3,,,
Emerald Chromicon,3,C+,5,Frank Karsten,,,3,3,,,
Ruby Chromicon,3,C+,5,Frank Karsten,,,4,3,,,
Invited to the Ball,3,C+,5,Frank Karsten,,,3,3,,,
Yzma - Unjustly Treated,3,C+,5,Frank Karsten,,,3,3,,,
Rapunzel's Tower - Secluded Prison,3,C+,5,Frank Karsten,,,4,3,,,
Ed - Laughing Hyena,3,C+,5,Frank Karsten,,,3,3,,,
Kronk - Unlicensed Investigator,3,C+,5,Frank Karsten,,,4,3,,,
Merlin - Intellectual Visionary,3,C+,5,Frank Karsten,,,3,3,,,
You're Welcome,3,C+,5,Frank Karsten,,,4,3,,,
Ed - Hysterical Partygoer,3,C+,5,Frank Karsten,,,3,3,,,
"Fix‐It Felix, Jr. - Niceland Steward",3,C+,5,Frank Karsten,,,4,3,,,
Iago - Fake Flamingo,3,C+,5,Frank Karsten,,,4,3,,,
Scar - Betrayer,3,C+,5,Frank Karsten,,,4,3,,,
Banzai - Gluttonous Predator,3,C+,5,Frank Karsten,,,3,3,,,
Rancis Fluggerbutter - Chocolate Charger,3,C+,5,Frank Karsten,,,4,3,,,
Tuke - Northern Moose,3,C+,5,Frank Karsten,,,4,3,,,
Tug‐of‐War,3,C+,5,Frank Karsten,,,4,3,,,
Minnie Mouse - Dazzling Dancer,3,C+,5,Frank Karsten,,,4,3,,,
Cogsworth - Illuminary Watchman,3,C+,5,Frank Karsten,,,4,3,,,
Robin Hood - Sneaky Sleuth,3,C+,5,Frank Karsten,,,4,3,,,
Vanellope von Schweetz - Candy Mechanic,3,C+,5,Frank Karsten,,,4,3,,,
Maleficent - Vengeful Sorceress,3,C+,5,Frank Karsten,,,4,3,,,
Taffyta Muttonfudge - Ruthless Rival,3,C+,5,Frank Karsten,,,4,3,,,
Arthur - Wart,3,C+,5,Frank Karsten,,,4,3,,,
Mickey Mouse - Food Fight Defender,3,C,5,Frank Karsten,,,3,3,,,
Pete - Pastry Chomper,3,C,5,Frank Karsten,,,3,3,,,
Simba - Adventurous Successor,3,C,5,Frank Karsten,,,2,3,,,
Kronk - Head of Security,3,C,5,Frank Karsten,,,2,3,,,
Healing Touch,3,C,5,Frank Karsten,,,3,3,,,
Clarabelle - Clumsy Guest,3,C,5,Frank Karsten,,,3,3,,,
Merryweather - Good Fairy,3,C,5,Frank Karsten,,,3,3,,,
Minnie Mouse - Drum Major,3,C,5,Frank Karsten,,,3,3,,,
Pete - Games Referee,3,C,5,Frank Karsten,,,3,3,,,
Half Hexwell Crown,3,C,5,Frank Karsten,,,2,3,,,
Minnie Mouse - Compassionate Friend,3,C,5,Frank Karsten,,,3,3,,,
Vanellope von Schweetz - Sugar Rush Princess,3,C,5,Frank Karsten,,,3,3,,,
Chaca - Impressive Daughter,3,C,5,Frank Karsten,,,3,3,,,
Ulf - Mime,3,C,5,Frank Karsten,,,3,3,,,
Amber Chromicon,3,C,5,Frank Karsten,,,3,3,,,
Mickey Mouse - Enthusiastic Dancer,3,C,5,Frank Karsten,,,3,3,,,
Tipo - Growing Son,3,C,5,Frank Karsten,,,3,3,,,
Minnie Mouse - Quick-Thinking Inventor,3,C,5,Frank Karsten,,,2,3,,,
King of Hearts - Monarch of Wonderland,3,C,5,Frank Karsten,,,3,3,,,
Ratigan - Raging Rat,3,C,5,Frank Karsten,,,3,3,,,
Simba - Son of Mufasa,3,C,5,Frank Karsten,,,3,3,,,
Steel Chromicon,3,C,5,Frank Karsten,,,2,3,,,
Glimmer vs Glimmer,3,C,5,Frank Karsten,,,2,3,,,
Magical Aid,3,C,5,Frank Karsten,,,3,3,,,
Gazelle - Pop Star,3,C,5,Frank Karsten,,,3,3,,,
Pride Lands - Jungle Oasis,3,C,5,Frank Karsten,,,3,3,,,
Prince John - Gold Lover,3,C,5,Frank Karsten,,,3,3,,,
Robin Hood - Archery Contestant,3,C,5,Frank Karsten,,,3,3,,,
Banzai - Taunting Hyena,2,C-,5,Frank Karsten,,,3,2,,,
Healing Decanter,2,C-,5,Frank Karsten,,,3,2,,,
Sneezy - Noisy Knight,2,C-,5,Frank Karsten,,,3,2,,,
When Will My Life Begin?,2,C-,5,Frank Karsten,,,3,2,,,
Maleficent - Formidable Queen,2,C-,5,Frank Karsten,,,1,2,,,
Anna - Eager Acolyte,2,C-,5,Frank Karsten,,,1,2,,,
Donald Duck - Daisy's Date,2,C-,5,Frank Karsten,,,3,2,,,
Koda - Talkative Cub,2,C-,5,Frank Karsten,,,3,2,,,
Magica De Spell - Cruel Sorceress,2,C-,5,Frank Karsten,,,3,2,,,
Vision of the Future,2,C-,5,Frank Karsten,,,3,2,,,
Tropical Rainforest - Jaguar Lair,2,C-,5,Frank Karsten,,,3,2,,,
Taffyta Muttonfudge - Sour Speedster,2,C-,5,Frank Karsten,,,3,2,,,
Night Howler Rage,2,C-,5,Frank Karsten,,,3,2,,,
Ratigan's Party - Seedy Back Room,2,C-,5,Frank Karsten,,,3,2,,,
Prince John's Mirror,2,C-,5,Frank Karsten,,,3,2,,,
Bashful - Adoring Knight,2,C-,5,Frank Karsten,,,3,2,,,
"Fix‐It Felix, Jr. - Delighted Sightseer",2,C-,5,Frank Karsten,,,3,2,,,
Kenai - Big Brother,2,C-,5,Frank Karsten,,,3,2,,,
Lilo - Junior Cake Decorator,2,C-,5,Frank Karsten,,,3,2,,,
Pacha - Emperor's Guide,2,C-,5,Frank Karsten,,,3,2,,,
Prince John - Opportunistic Briber,2,C-,5,Frank Karsten,,,3,2,,,
Prince Naveen - Ukulele Player,2,C-,5,Frank Karsten,,,1,2,,,
Royal Guard - Bovine Protector,2,C-,5,Frank Karsten,,,3,2,,,
Tanana - Wise Woman,2,C-,5,Frank Karsten,,,3,2,,,
The Queen - Fairest of All,2,C-,5,Frank Karsten,,,3,2,,,
Wreck‐It Ralph - Demolition Dude,2,C-,5,Frank Karsten,,,3,2,,,
Alan‐a‐Dale - Rockin' Rooster,2,C-,5,Frank Karsten,,,3,2,,,
Bad‐Anon - Villain Support Center,2,C-,5,Frank Karsten,,,3,2,,,
Dopey - Knight Apprentice,2,C-,5,Frank Karsten,,,3,2,,,
Duck for Cover!,2,C-,5,Frank Karsten,,,3,2,,,
Ever as Before,2,C-,5,Frank Karsten,,,3,2,,,
Hypnotic Deduction,2,C-,5,Frank Karsten,,,3,2,,,
Retrosphere,2,C-,5,Frank Karsten,,,3,2,,,
Merlin - Back from Bermuda,2,C-,5,Frank Karsten,,,3,2,,,
Amethyst Chromicon,2,C-,5,Frank Karsten,,,3,2,,,
Arthur - Novice Sparrow,1,D,5,Frank Karsten,,,1,1,,,
Grumpy - Skeptical Knight,1,D,5,Frank Karsten,,,1,1,,,
Nala - Mischievous Cub,1,D,5,Frank Karsten,,,1,1,,,
Little John - Camp Cook,1,D,5,Frank Karsten,,,1,1,,,
Sleepy - Sluggish Knight,1,D,5,Frank Karsten,,,1,1,,,
Try Everything,1,D,5,Frank Karsten,,,1,1,,,
Elsa's Ice Palace - Place of Solitude,1,D,5,Frank Karsten,,,1,1,,,
Break Free,1,D,5,Frank Karsten,,,1,1,,,
Potion of Might,1,D,5,Frank Karsten,,,1,1,,,
Who's With Me?,1,D,5,Frank Karsten,,,1,1,,,
Sherwood Forest - Outlaw Hideaway,1,D,5,Frank Karsten,,,1,1,,,
Sheriff of Nottingham - Bushel Britches,1,D,5,Frank Karsten,,,1,1,,,
Maleficent - Vexed Partygoer,1,D,5,Frank Karsten,,,1,1,,,
Taffyta Muttonfudge - Crowd Favorite,1,D,5,Frank Karsten,,,1,1,,,
Chicha - Dedicated Mother,1,D,5,Frank Karsten,,,1,1,,,
Evil Comes Prepared,1,D,5,Frank Karsten,,,1,1,,,
Shield of Arendelle,1,D,5,Frank Karsten,,,1,1,,,
Food Fight!,1,D,5,Frank Karsten,,,1,1,,,
Kristoff - Reindeer Keeper,1,D,5,Frank Karsten,,,1,1,,,
Don't Let the Frostbite Bite,1,D,5,Frank Karsten,,,1,1,,,
The Queen - Cruelest of All,1,D,5,Frank Karsten,,,1,1,,,
Medal of Heroes,1,D,5,Frank Karsten,,,1,1,,,
Queen's Sensor Core,1,D,5,Frank Karsten,,,1,1,,,
Daisy Duck - Donald's Date,1,D,5,Frank Karsten,,,1,1,,,
The Queen - Crown of the Council,1,D,5,Frank Karsten,,,1,1,,,
Belle - Of the Ball,1,D,5,Frank Karsten,,,1,1,,,
Robin Hood - Sharpshooter,1,D,5,Frank Karsten,,,1,1,,,
Gathering Knowledge and Wisdom,0,F,5,Frank Karsten,,,0,0,,,
Basil's Magnifying Glass,0,F,5,Frank Karsten,,,1,0,,,
We Know the Way,0,F,5,Frank Karsten,,,1,0,,,
Blast From Your Past,0,F,5,Frank Karsten,,,0,0,,,
Remember Who You Are,0,F,5,Frank Karsten,,,0,0,,,
Revive,0,F,5,Frank Karsten,,,0,0,,,
Pete - Wrestling Champ,0,F,5,Frank Karsten,,,0,0,,,
Hide Away,0,F,5,Frank Karsten,,,1,0,,,
Obscurosphere,0,F,5,Frank Karsten,,,1,0,,,
The Sword Released,0,F,5,Frank Karsten,,,0,0,,,
The Great Illuminary - Radiant Ballroom,0,F,5,Frank Karsten,,,1,0,,,
Sapphire Chromicon,0,F,5,Frank Karsten,,,0,0,,,
Merlin's Cottage - The Wizard's Home,0,F,5,Frank Karsten,,,1,0,,,
All Funned Out,0,F,5,Frank Karsten,,,1,0,,,
Merlin's Carpetbag,0,F,5,Frank Karsten,,,0,0,,,
Royal Tantrum,0,F,5,Frank Karsten,,,0,0,,,
Sugar Rush Speedway - Starting Line,0,F,5,Frank Karsten,,,0,0,,,
Maui - Half‐Shark,5,A,6,Frank Karsten,,,5,5,,,
Judy Hopps - Resourceful Rabbit,5,A,6,Frank Karsten,,,5,5,,,
Baymax - Armored Companion,5,A,6,Frank Karsten,,,5,5,,,
Nani - Caring Sister,5,A,6,Frank Karsten,,,5,5,,,
Genie - Wish Fulfilled,5,A,6,Frank Karsten,,,5,5,,,
Go Go Tomago - Darting Dynamo,4,B+,6,Frank Karsten,,,5,4,,,
Calhoun - Marine Sergeant,4,B+,6,Frank Karsten,,,4,4,,,
Wendy Darling - Courageous Captain,4,B+,6,Frank Karsten,,,4,4,,,
Tinker Bell - Fast Flier,4,B+,6,Frank Karsten,,,5,4,,,
Captain Hook - Underhanded,4,B+,6,Frank Karsten,,,5,4,,,
Aladdin - Intrepid Commander,4,B+,6,Frank Karsten,,,5,4,,,
Yzma - Conniving Chemist,4,B+,6,Frank Karsten,,,5,4,,,
Markowski - Space Trooper,4,B+,6,Frank Karsten,,,5,4,,,
Pluto - Guard Dog,4,B+,6,Frank Karsten,,,5,4,,,
Gantu - Captain Crankyhead,4,B+,6,Frank Karsten,,,5,4,,,
Jim Hawkins - Rigging Specialist,4,B+,6,Frank Karsten,,,4,4,,,
Mickey Mouse - Pirate Captain,4,B+,6,Frank Karsten,,,5,4,,,
Simba - Pride Protector,4,B+,6,Frank Karsten,,,4,4,,,
Hades - Lord of the Dead,4,B+,6,Frank Karsten,,,4,4,,,
Goofy - Flying Goof,4,B+,6,Frank Karsten,,,4,4,,,
Genie - Wonderful Trickster,4,B+,6,Frank Karsten,,,5,4,,,
Jim Hawkins - Honorable Pirate,4,B+,6,Frank Karsten,,,5,4,,,
Sail The Azurite Sea,4,B+,6,Frank Karsten,,,5,4,,,
Moana - Self-Taught Sailor,4,B,6,Frank Karsten,,,4,4,,,
Lilo - Escape Artist,4,B,6,Frank Karsten,,,4,4,,,
Bellwether - Assistant Mayor,4,B,6,Frank Karsten,,,4,4,,,
Dale - Friend in Need,4,B,6,Frank Karsten,,,4,4,,,
King Hubert - Phillip's Father,4,B,6,Frank Karsten,,,4,4,,,
Owl - Pirate Lookout,4,B,6,Frank Karsten,,,4,4,,,
Pleakley - Scientific Expert,4,B,6,Frank Karsten,,,4,4,,,
Sour Bill - Surly Henchman,4,B,6,Frank Karsten,,,4,4,,,
Tadashi Hamada - Gifted Roboticist,4,B,6,Frank Karsten,,,4,4,,,
Tiana - Restaurant Owner,4,B,6,Frank Karsten,,,4,4,,,
Captain Amelia - Commander of the Legacy,4,B,6,Frank Karsten,,,4,4,,,
Dale - Mischievous Ranger,4,B,6,Frank Karsten,,,4,4,,,
Iago - Reappearing Parrot,4,B,6,Frank Karsten,,,4,4,,,
Raya - Kumandran Rider,4,B,6,Frank Karsten,,,4,4,,,
Abu - Bold Helmsman,4,B,6,Frank Karsten,,,4,4,,,
Prince Naveen - Vigilant First Mate,4,B,6,Frank Karsten,,,4,4,,,
Scar - Heartless Hunter,4,B,6,Frank Karsten,,,4,4,,,
Sisu - In Her Element,4,B,6,Frank Karsten,,,4,4,,,
Tuk Tuk - Big Buddy,4,B,6,Frank Karsten,,,4,4,,,
Tinker Bell - Queen of the Azurite Fairies,4,B,6,Frank Karsten,,,4,4,,,
Ambush!,4,B,6,Frank Karsten,,,4,4,,,
I'm Still Here,4,B,6,Frank Karsten,,,4,4,,,
Diablo - Obedient Raven,4,B-,6,Frank Karsten,,,4,4,,,
Michael Darling - Playful Swordsman,4,B-,6,Frank Karsten,,,4,4,,,
Tootles - Lost Boy,4,B-,6,Frank Karsten,,,4,4,,,
Yokai - Professor Callaghan,4,B-,6,Frank Karsten,,,4,4,,,
Rafiki - Shaman of the Savanna,4,B-,6,Frank Karsten,,,4,4,,,
Madam Mim - Tiny Adversary,4,B-,6,Frank Karsten,,,4,4,,,
Basil - Hypnotized Mouse,4,B-,6,Frank Karsten,,,4,4,,,
Jasmine - Rebellious Princess,4,B-,6,Frank Karsten,,,4,4,,,
Jasmine - Royal Seafarer,4,B-,6,Frank Karsten,,,4,4,,,
John Silver - Ship's Cook,4,B-,6,Frank Karsten,,,4,4,,,
Zipper - Astute Decoy,4,B-,6,Frank Karsten,,,4,4,,,
B.E.N. - Eccentric Robot,4,B-,6,Frank Karsten,,,4,4,,,
Chip - Ranger Leader,4,B-,6,Frank Karsten,,,4,4,,,
The Walrus - Greedy Gourmand,4,B-,6,Frank Karsten,,,4,4,,,
Cobra Bubbles - Former CIA,4,B-,6,Frank Karsten,,,4,4,,,
Mama Odie - Solitary Sage,4,B-,6,Frank Karsten,,,3,4,,,
Mullins - Seasoned Shipmate,4,B-,6,Frank Karsten,,,4,4,,,
Mr. Smee - Captain of the Jolly Roger,4,B-,6,Frank Karsten,,,3,4,,,
Scar - Tempestuous Lion,4,B-,6,Frank Karsten,,,3,4,,,
Wreck-It Ralph - Ham Hands,4,B-,6,Frank Karsten,,,3,4,,,
Peter Pan - Never Land Prankster,4,B-,6,Frank Karsten,,,4,4,,,
John Silver - Stern Captain,4,B-,6,Frank Karsten,,,4,4,,,
Energy Blast,4,B-,6,Frank Karsten,,,3,4,,,
Heffalumps and Woozles,4,B-,6,Frank Karsten,,,4,4,,,
Twin Fire,4,B-,6,Frank Karsten,,,3,4,,,
Fred - Mascot by Day,3,C+,6,Frank Karsten,,,4,3,,,
Mertle Edmonds - Lilo's Rival,3,C+,6,Frank Karsten,,,4,3,,,
Aladdin - Fearless Navigator,3,C+,6,Frank Karsten,,,4,3,,,
Gadget Hackwrench - Perceptive Mouse,3,C+,6,Frank Karsten,,,4,3,,,
Kohut - Trusted Marine,3,C+,6,Frank Karsten,,,4,3,,,
Prince Naveen - Carefree Explorer,3,C+,6,Frank Karsten,,,4,3,,,
Mr. Arrow - Legacy's First Mate,3,C+,6,Frank Karsten,,,4,3,,,
Mr. Smee - Steadfast Mate,3,C+,6,Frank Karsten,,,4,3,,,
Roo - Littlest Pirate,3,C+,6,Frank Karsten,,,4,3,,,
Winnie the Pooh - Hunny Pirate,3,C+,6,Frank Karsten,,,3,3,,,
Mr. Litwak - Arcade Owner,3,C+,6,Frank Karsten,,,4,3,,,
Tigger - In the Crow's Nest,3,C+,6,Frank Karsten,,,4,3,,,
Chief Bogo - Gazelle Fan,3,C+,6,Frank Karsten,,,4,3,,,
Dawson - Basil's Assistant,3,C+,6,Frank Karsten,,,4,3,,,
Dr. Delbert Doppler - Fussy Astronomer,3,C+,6,Frank Karsten,,,4,3,,,
Hiro Hamada - Team Leader,3,C+,6,Frank Karsten,,,4,3,,,
Wasabi - Methodical Engineer,3,C+,6,Frank Karsten,,,4,3,,,
Hades - Strong Arm,3,C+,6,Frank Karsten,,,3,3,,,
Basil - Disguised Detective,3,C+,6,Frank Karsten,,,4,3,,,
Gadget Hackwrench - Brilliant Bosun,3,C+,6,Frank Karsten,,,4,3,,,
Jasmine - Royal Commodore,3,C+,6,Frank Karsten,,,4,3,,,
Yokai - Scientific Supervillain,3,C+,6,Frank Karsten,,,4,3,,,
Helping Hand,3,C+,6,Frank Karsten,,,3,3,,,
Hot Potato,3,C+,6,Frank Karsten,,,4,3,,,
Unfortunate Situation,3,C+,6,Frank Karsten,,,4,3,,,
Longboat,3,C+,6,Frank Karsten,,,3,3,,,
Pixie Dust,3,C+,6,Frank Karsten,,,3,3,,,
Scrump,3,C+,6,Frank Karsten,,,4,3,,,
Gazelle - Angel with Horns,3,C,6,Frank Karsten,,,3,3,,,
HeiHei - Not-So-Tricky Chicken,3,C,6,Frank Karsten,,,3,3,,,
